ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F1961,F1962,F1963,F1964,F1965,F1966,F1967,F1968,F1969,F1970,F1971,F1972,F1973,F1974,F1975,F1976,F1977,F1978,F1979,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,Original_Data,Data_Quality,Data_Completeness,Temp_Range,Temp_StdDev,Has_Extreme_Values
11,"Aruba, Kingdom of the Netherlands",AW,ABW,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.1,0.138,0.084,0.271,-0.18,0.122,-0.258,0.055,0.476,0.354,-0.349,-0.02,0.149,-0.448,-0.253,-0.518,0.182,0.182,0.182,0.452,0.469,0.309,0.602,-0.02,-0.076,0.04,0.806,0.388,-0.066,0.279,0.331,0.331,0.331,0.528,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,1.067,0.661,0.836,0.51,0.935,0.935,0.935,1.309,0.509,0.58,1.094,0.986,1.149,1.149,1.303,0.698,1.007,1.281,1.281,1.281,"{'F1961': -0.1, 'F1962': 0.138, 'F1963': 0.084, 'F1964': 0.271, 'F1965': -0.18, 'F1966': 0.122, 'F1967': -0.258, 'F1968': 0.055, 'F1969': 0.476, 'F1970': 0.354, 'F1971': -0.349, 'F1972': -0.02, 'F1973': 0.149, 'F1974': -0.448, 'F1975': -0.253, 'F1976': -0.518, 'F1977': 0.182, 'F1978': nan, 'F1979': nan, 'F1980': 0.452, 'F1981': 0.469, 'F1982': 0.309, 'F1983': 0.602, 'F1984': -0.02, 'F1985': -0.076, 'F1986': 0.04, 'F1987': 0.806, 'F1988': 0.388, 'F1989': -0.066, 'F1990': 0.279, 'F1991': 0.331, 'F1992': nan, 'F1993': nan, 'F1994': 0.528, 'F1995': 0.802, 'F1996': nan, 'F1997': nan, 'F1998': nan, 'F1999': nan, 'F2000': nan, 'F2001': nan, 'F2002': nan, 'F2003': 1.067, 'F2004': 0.661, 'F2005': 0.836, 'F2006': 0.51, 'F2007': 0.935, 'F2008': nan, 'F2009': nan, 'F2010': 1.309, 'F2011': 0.509, 'F2012': 0.58, 'F2013': 1.094, 'F2014': 0.986, 'F2015': 1.149, 'F2016': nan, 'F2017': 1.303, 'F2018': 0.698, 'F2019': 1.007, 'F2020': 1.281, 'F2021': nan, 'F2022': nan}",Insufficient Data,1.0,1.827,0.4804615369326749,False
12,Australia,AU,AUS,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.157,0.126,-0.096,-0.012,0.14,-0.23,-0.093,-0.203,0.103,-0.007,-0.044,0.091,0.831,-0.354,0.048,-0.522,0.176,0.062,0.375,0.887,0.495,0.186,0.633,-0.157,0.349,0.388,0.363,0.96,0.153,0.549,0.82,0.281,0.484,0.221,0.413,0.604,0.383,1.092,0.58,0.148,0.336,0.736,0.835,0.723,1.211,0.721,0.929,0.625,1.03,0.673,0.208,0.308,1.499,1.198,1.087,1.172,1.141,1.129,1.422,1.416,0.629,0.754,"{'F1961': 0.157, 'F1962': 0.126, 'F1963': -0.096, 'F1964': -0.012, 'F1965': 0.14, 'F1966': -0.23, 'F1967': -0.093, 'F1968': -0.203, 'F1969': 0.103, 'F1970': -0.007, 'F1971': -0.044, 'F1972': 0.091, 'F1973': 0.831, 'F1974': -0.354, 'F1975': 0.048, 'F1976': -0.522, 'F1977': 0.176, 'F1978': 0.062, 'F1979': 0.375, 'F1980': 0.887, 'F1981': 0.495, 'F1982': 0.186, 'F1983': 0.633, 'F1984': -0.157, 'F1985': 0.349, 'F1986': 0.388, 'F1987': 0.363, 'F1988': 0.96, 'F1989': 0.153, 'F1990': 0.549, 'F1991': 0.82, 'F1992': 0.281, 'F1993': 0.484, 'F1994': 0.221, 'F1995': 0.413, 'F1996': 0.604, 'F1997': 0.383, 'F1998': 1.092, 'F1999': 0.58, 'F2000': 0.148, 'F2001': 0.336, 'F2002': 0.736, 'F2003': 0.835, 'F2004': 0.723, 'F2005': 1.211, 'F2006': 0.721, 'F2007': 0.929, 'F2008': 0.625, 'F2009': 1.03, 'F2010': 0.673, 'F2011': 0.208, 'F2012': 0.308, 'F2013': 1.499, 'F2014': 1.198, 'F2015': 1.087, 'F2016': 1.172, 'F2017': 1.141, 'F2018': 1.129, 'F2019': 1.422, 'F2020': 1.416, 'F2021': 0.629, 'F2022': 0.754}",Insufficient Data,1.0,2.021,0.4750696494901955,False
13,Austria,AT,AUT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",1.031,-0.621,-0.727,-0.371,-0.883,0.602,0.676,0.211,-0.126,-0.55,-0.06,0.103,-0.033,0.314,0.86,0.216,0.499,-0.476,-0.112,-0.274,0.277,0.384,1.062,-0.249,-0.568,0.319,-0.263,0.82,1.104,1.262,0.125,1.248,0.527,1.958,0.939,-0.203,0.514,1.343,0.986,1.769,1.501,1.531,1.464,0.829,0.628,0.907,2.137,1.582,1.544,0.656,1.373,1.783,1.098,2.409,2.167,2.096,1.741,2.524,2.37,2.315,1.395,2.498,"{'F1961': 1.031, 'F1962': -0.621, 'F1963': -0.727, 'F1964': -0.371, 'F1965': -0.883, 'F1966': 0.602, 'F1967': 0.676, 'F1968': 0.211, 'F1969': -0.126, 'F1970': -0.55, 'F1971': -0.06, 'F1972': 0.103, 'F1973': -0.033, 'F1974': 0.314, 'F1975': 0.86, 'F1976': 0.216, 'F1977': 0.499, 'F1978': -0.476, 'F1979': -0.112, 'F1980': -0.274, 'F1981': 0.277, 'F1982': 0.384, 'F1983': 1.062, 'F1984': -0.249, 'F1985': -0.568, 'F1986': 0.319, 'F1987': -0.263, 'F1988': 0.82, 'F1989': 1.104, 'F1990': 1.262, 'F1991': 0.125, 'F1992': 1.248, 'F1993': 0.527, 'F1994': 1.958, 'F1995': 0.939, 'F1996': -0.203, 'F1997': 0.514, 'F1998': 1.343, 'F1999': 0.986, 'F2000': 1.769, 'F2001': 1.501, 'F2002': 1.531, 'F2003': 1.464, 'F2004': 0.829, 'F2005': 0.628, 'F2006': 0.907, 'F2007': 2.137, 'F2008': 1.582, 'F2009': 1.544, 'F2010': 0.656, 'F2011': 1.373, 'F2012': 1.783, 'F2013': 1.098, 'F2014': 2.409, 'F2015': 2.167, 'F2016': 2.096, 'F2017': 1.741, 'F2018': 2.524, 'F2019': 2.37, 'F2020': 2.315, 'F2021': 1.395, 'F2022': 2.498}",Insufficient Data,1.0,3.407,0.9174783194628056,False
14,"Azerbaijan, Rep. of",AZ,AZE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-0.839,-1.009,0.098,1.012,0.244,0.582,1.184,1.224,1.098,1.401,1.432,-0.147,1.303,0.814,1.488,0.958,0.883,0.78,2.327,0.766,1.474,1.574,1.252,1.672,1.53,1.308,2.24,1.997,2.015,2.061,2.08,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': nan, 'F1972': nan, 'F1973': nan, 'F1974': nan, 'F1975': nan, 'F1976': nan, 'F1977': nan, 'F1978': nan, 'F1979': nan, 'F1980': nan, 'F1981': nan, 'F1982': nan, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': nan, 'F1987': nan, 'F1988': nan, 'F1989': nan, 'F1990': nan, 'F1991': nan, 'F1992': -0.839, 'F1993': -1.009, 'F1994': 0.098, 'F1995': 1.012, 'F1996': 0.244, 'F1997': 0.582, 'F1998': 1.184, 'F1999': 1.224, 'F2000': 1.098, 'F2001': 1.401, 'F2002': 1.432, 'F2003': -0.147, 'F2004': 1.303, 'F2005': 0.814, 'F2006': 1.488, 'F2007': 0.958, 'F2008': 0.883, 'F2009': 0.78, 'F2010': 2.327, 'F2011': 0.766, 'F2012': 1.474, 'F2013': 1.574, 'F2014': 1.252, 'F2015': 1.672, 'F2016': 1.53, 'F2017': 1.308, 'F2018': 2.24, 'F2019': 1.997, 'F2020': 2.015, 'F2021': 2.061, 'F2022': 2.08}",Insufficient Data,1.0,3.336,1.1412980174904614,False
15,"Bahamas, The",BS,BHS,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.073,-0.062,-0.097,0.192,0.054,-0.172,-0.146,-0.324,-0.065,-0.469,-0.055,0.301,0.166,-0.058,0.334,-0.241,-0.04,0.04,0.133,0.377,-0.03,0.531,0.155,0.02,0.242,0.23,0.466,0.426,0.672,0.764,0.788,0.286,0.378,0.801,0.671,0.008,0.787,0.924,0.619,0.163,0.135,0.856,0.989,0.311,0.455,0.385,0.937,0.842,0.41,0.314,0.363,0.344,0.565,0.883,1.114,1.042,1.331,1.023,1.443,1.611,0.879,1.48,"{'F1961': 0.073, 'F1962': -0.062, 'F1963': -0.097, 'F1964': 0.192, 'F1965': 0.054, 'F1966': -0.172, 'F1967': -0.146, 'F1968': -0.324, 'F1969': -0.065, 'F1970': -0.469, 'F1971': -0.055, 'F1972': 0.301, 'F1973': 0.166, 'F1974': -0.058, 'F1975': 0.334, 'F1976': -0.241, 'F1977': -0.04, 'F1978': 0.04, 'F1979': 0.133, 'F1980': 0.377, 'F1981': -0.03, 'F1982': 0.531, 'F1983': 0.155, 'F1984': 0.02, 'F1985': 0.242, 'F1986': 0.23, 'F1987': 0.466, 'F1988': 0.426, 'F1989': 0.672, 'F1990': 0.764, 'F1991': 0.788, 'F1992': 0.286, 'F1993': 0.378, 'F1994': 0.801, 'F1995': 0.671, 'F1996': 0.008, 'F1997': 0.787, 'F1998': 0.924, 'F1999': 0.619, 'F2000': 0.163, 'F2001': 0.135, 'F2002': 0.856, 'F2003': 0.989, 'F2004': 0.311, 'F2005': 0.455, 'F2006': 0.385, 'F2007': 0.937, 'F2008': 0.842, 'F2009': 0.41, 'F2010': 0.314, 'F2011': 0.363, 'F2012': 0.344, 'F2013': 0.565, 'F2014': 0.883, 'F2015': 1.114, 'F2016': 1.042, 'F2017': 1.331, 'F2018': 1.023, 'F2019': 1.443, 'F2020': 1.611, 'F2021': 0.879, 'F2022': 1.48}",Insufficient Data,1.0,2.08,0.468080012324388,False
16,"Bahrain, Kingdom of",BH,BHR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.471,0.397,0.635,-0.561,0.234,0.535,-0.362,-0.446,0.567,0.247,-0.248,-0.613,-0.273,-0.256,-0.217,-0.501,0.332,0.099,0.856,0.351,0.408,-0.086,-0.834,0.039,0.367,0.668,0.548,0.633,0.047,0.455,-0.243,-0.544,0.127,0.998,0.251,0.695,0.376,1.435,2.055,1.119,1.216,1.552,1.256,1.385,1.065,1.823,1.08,1.329,1.224,2.286,1.431,1.385,1.403,1.694,2.24,1.598,2.08,2.247,2.108,2.027,2.464,2.017,"{'F1961': -0.471, 'F1962': 0.397, 'F1963': 0.635, 'F1964': -0.561, 'F1965': 0.234, 'F1966': 0.535, 'F1967': -0.362, 'F1968': -0.446, 'F1969': 0.567, 'F1970': 0.247, 'F1971': -0.248, 'F1972': -0.613, 'F1973': -0.273, 'F1974': -0.256, 'F1975': -0.217, 'F1976': -0.501, 'F1977': 0.332, 'F1978': 0.099, 'F1979': 0.856, 'F1980': 0.351, 'F1981': 0.408, 'F1982': -0.086, 'F1983': -0.834, 'F1984': 0.039, 'F1985': 0.367, 'F1986': 0.668, 'F1987': 0.548, 'F1988': 0.633, 'F1989': 0.047, 'F1990': 0.455, 'F1991': -0.243, 'F1992': -0.544, 'F1993': 0.127, 'F1994': 0.998, 'F1995': 0.251, 'F1996': 0.695, 'F1997': 0.376, 'F1998': 1.435, 'F1999': 2.055, 'F2000': 1.119, 'F2001': 1.216, 'F2002': 1.552, 'F2003': 1.256, 'F2004': 1.385, 'F2005': 1.065, 'F2006': 1.823, 'F2007': 1.08, 'F2008': 1.329, 'F2009': 1.224, 'F2010': 2.286, 'F2011': 1.431, 'F2012': 1.385, 'F2013': 1.403, 'F2014': 1.694, 'F2015': 2.24, 'F2016': 1.598, 'F2017': 2.08, 'F2018': 2.247, 'F2019': 2.108, 'F2020': 2.027, 'F2021': 2.464, 'F2022': 2.017}",Insufficient Data,1.0,3.298,0.8885893705980992,False
17,Bangladesh,BD,BGD,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.152,-0.265,-0.09,0.107,-0.195,0.308,-0.226,-0.236,-0.007,-0.021,-0.579,-0.012,0.168,-0.125,-0.102,-0.104,-0.275,-0.216,0.495,0.128,-0.17,-0.041,-0.132,-0.322,0.05,0.026,0.341,0.341,0.064,-0.149,-0.024,-0.146,-0.446,0.175,0.173,0.137,-0.173,0.504,0.78,0.226,0.316,0.398,0.239,0.269,0.592,0.814,0.266,0.093,0.844,0.768,0.144,0.235,0.23,0.482,0.722,1.337,1.124,0.881,1.136,0.898,1.3,1.216,"{'F1961': 0.152, 'F1962': -0.265, 'F1963': -0.09, 'F1964': 0.107, 'F1965': -0.195, 'F1966': 0.308, 'F1967': -0.226, 'F1968': -0.236, 'F1969': -0.007, 'F1970': -0.021, 'F1971': -0.579, 'F1972': -0.012, 'F1973': 0.168, 'F1974': -0.125, 'F1975': -0.102, 'F1976': -0.104, 'F1977': -0.275, 'F1978': -0.216, 'F1979': 0.495, 'F1980': 0.128, 'F1981': -0.17, 'F1982': -0.041, 'F1983': -0.132, 'F1984': -0.322, 'F1985': 0.05, 'F1986': 0.026, 'F1987': 0.341, 'F1988': 0.341, 'F1989': 0.064, 'F1990': -0.149, 'F1991': -0.024, 'F1992': -0.146, 'F1993': -0.446, 'F1994': 0.175, 'F1995': 0.173, 'F1996': 0.137, 'F1997': -0.173, 'F1998': 0.504, 'F1999': 0.78, 'F2000': 0.226, 'F2001': 0.316, 'F2002': 0.398, 'F2003': 0.239, 'F2004': 0.269, 'F2005': 0.592, 'F2006': 0.814, 'F2007': 0.266, 'F2008': 0.093, 'F2009': 0.844, 'F2010': 0.768, 'F2011': 0.144, 'F2012': 0.235, 'F2013': 0.23, 'F2014': 0.482, 'F2015': 0.722, 'F2016': 1.337, 'F2017': 1.124, 'F2018': 0.881, 'F2019': 1.136, 'F2020': 0.898, 'F2021': 1.3, 'F2022': 1.216}",Insufficient Data,1.0,1.916,0.4471538127513446,False
18,Barbados,BB,BRB,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.221,0.094,0.2,-0.011,-0.28,-0.149,-0.252,-0.363,0.31,0.074,-0.174,-0.015,0.006,-0.336,-0.556,-0.444,-0.054,0.248,0.042,0.485,0.304,0.165,0.281,-0.076,-0.263,-0.179,0.536,0.385,0.187,0.356,0.422,0.333,0.394,0.388,0.463,0.315,0.288,1.079,0.466,0.303,0.506,0.546,0.888,0.7,1.13,0.844,0.679,0.316,0.429,1.147,0.677,0.488,0.778,0.418,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,"{'F1961': 0.221, 'F1962': 0.094, 'F1963': 0.2, 'F1964': -0.011, 'F1965': -0.28, 'F1966': -0.149, 'F1967': -0.252, 'F1968': -0.363, 'F1969': 0.31, 'F1970': 0.074, 'F1971': -0.174, 'F1972': -0.015, 'F1973': 0.006, 'F1974': -0.336, 'F1975': -0.556, 'F1976': -0.444, 'F1977': -0.054, 'F1978': 0.248, 'F1979': 0.042, 'F1980': 0.485, 'F1981': 0.304, 'F1982': 0.165, 'F1983': 0.281, 'F1984': -0.076, 'F1985': -0.263, 'F1986': -0.179, 'F1987': 0.536, 'F1988': 0.385, 'F1989': 0.187, 'F1990': 0.356, 'F1991': 0.422, 'F1992': 0.333, 'F1993': 0.394, 'F1994': 0.388, 'F1995': 0.463, 'F1996': 0.315, 'F1997': 0.288, 'F1998': 1.079, 'F1999': 0.466, 'F2000': 0.303, 'F2001': 0.506, 'F2002': 0.546, 'F2003': 0.888, 'F2004': 0.7, 'F2005': 1.13, 'F2006': 0.844, 'F2007': 0.679, 'F2008': 0.316, 'F2009': 0.429, 'F2010': 1.147, 'F2011': 0.677, 'F2012': 0.488, 'F2013': 0.778, 'F2014': 0.418, 'F2015': 0.868, 'F2016': nan, 'F2017': nan, 'F2018': nan, 'F2019': nan, 'F2020': nan, 'F2021': nan, 'F2022': nan}",Insufficient Data,1.0,1.703,0.4171904533963794,False
19,"Belarus, Rep. of",BY,BLR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,0.024,1.138,1.5,-0.274,0.359,0.706,1.506,1.941,1.979,1.892,0.084,0.931,1.276,0.647,2.362,2.254,1.603,1.461,1.017,1.561,1.212,2.18,2.247,2.201,1.592,2.342,2.689,3.51,1.728,1.922,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': nan, 'F1972': nan, 'F1973': nan, 'F1974': nan, 'F1975': nan, 'F1976': nan, 'F1977': nan, 'F1978': nan, 'F1979': nan, 'F1980': nan, 'F1981': nan, 'F1982': nan, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': nan, 'F1987': nan, 'F1988': nan, 'F1989': nan, 'F1990': nan, 'F1991': nan, 'F1992': 1.273, 'F1993': 0.024, 'F1994': 1.138, 'F1995': 1.5, 'F1996': -0.274, 'F1997': 0.359, 'F1998': 0.706, 'F1999': 1.506, 'F2000': 1.941, 'F2001': 1.979, 'F2002': 1.892, 'F2003': 0.084, 'F2004': 0.931, 'F2005': 1.276, 'F2006': 0.647, 'F2007': 2.362, 'F2008': 2.254, 'F2009': 1.603, 'F2010': 1.461, 'F2011': 1.017, 'F2012': 1.561, 'F2013': 1.212, 'F2014': 2.18, 'F2015': 2.247, 'F2016': 2.201, 'F2017': 1.592, 'F2018': 2.342, 'F2019': 2.689, 'F2020': 3.51, 'F2021': 1.728, 'F2022': 1.922}",Insufficient Data,1.0,3.784,0.594517467839564,True
20,Belgium,BE,BEL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.336,1.398,1.526,1.089,1.197,1.404,1.883,1.256,1.158,0.233,1.289,1.13,0.463,2.417,1.371,1.882,1.731,2.196,2.081,2.572,1.203,2.807,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': nan, 'F1972': nan, 'F1973': nan, 'F1974': nan, 'F1975': nan, 'F1976': nan, 'F1977': nan, 'F1978': nan, 'F1979': nan, 'F1980': nan, 'F1981': nan, 'F1982': nan, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': nan, 'F1987': nan, 'F1988': nan, 'F1989': nan, 'F1990': nan, 'F1991': nan, 'F1992': nan, 'F1993': nan, 'F1994': nan, 'F1995': nan, 'F1996': nan, 'F1997': nan, 'F1998': nan, 'F1999': nan, 'F2000': 1.484, 'F2001': 1.336, 'F2002': 1.398, 'F2003': 1.526, 'F2004': 1.089, 'F2005': 1.197, 'F2006': 1.404, 'F2007': 1.883, 'F2008': 1.256, 'F2009': 1.158, 'F2010': 0.233, 'F2011': 1.289, 'F2012': 1.13, 'F2013': 0.463, 'F2014': 2.417, 'F2015': 1.371, 'F2016': 1.882, 'F2017': 1.731, 'F2018': 2.196, 'F2019': 2.081, 'F2020': 2.572, 'F2021': 1.203, 'F2022': 2.807}",Insufficient Data,1.0,2.574,0.3694892082142312,False
21,Belize,BZ,BLZ,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.001,-0.137,-0.06,-0.055,-0.105,-0.195,-0.297,-0.205,0.26,-0.21,-0.275,0.442,0.347,0.101,-0.059,-0.416,0.134,-0.025,0.524,0.576,-0.068,0.526,0.685,0.254,0.455,0.135,0.35,0.46,0.173,0.339,0.542,0.311,0.447,0.756,0.759,0.21,0.866,0.904,0.422,0.175,0.445,0.733,0.948,0.701,0.849,0.655,0.85,0.579,0.922,0.843,0.724,0.644,0.785,0.697,1.502,1.446,1.342,0.85,1.556,1.716,1.286,1.031,"{'F1961': -0.001, 'F1962': -0.137, 'F1963': -0.06, 'F1964': -0.055, 'F1965': -0.105, 'F1966': -0.195, 'F1967': -0.297, 'F1968': -0.205, 'F1969': 0.26, 'F1970': -0.21, 'F1971': -0.275, 'F1972': 0.442, 'F1973': 0.347, 'F1974': 0.101, 'F1975': -0.059, 'F1976': -0.416, 'F1977': 0.134, 'F1978': -0.025, 'F1979': 0.524, 'F1980': 0.576, 'F1981': -0.068, 'F1982': 0.526, 'F1983': 0.685, 'F1984': 0.254, 'F1985': 0.455, 'F1986': 0.135, 'F1987': 0.35, 'F1988': 0.46, 'F1989': 0.173, 'F1990': 0.339, 'F1991': 0.542, 'F1992': 0.311, 'F1993': 0.447, 'F1994': 0.756, 'F1995': 0.759, 'F1996': 0.21, 'F1997': 0.866, 'F1998': 0.904, 'F1999': 0.422, 'F2000': 0.175, 'F2001': 0.445, 'F2002': 0.733, 'F2003': 0.948, 'F2004': 0.701, 'F2005': 0.849, 'F2006': 0.655, 'F2007': 0.85, 'F2008': 0.579, 'F2009': 0.922, 'F2010': 0.843, 'F2011': 0.724, 'F2012': 0.644, 'F2013': 0.785, 'F2014': 0.697, 'F2015': 1.502, 'F2016': 1.446, 'F2017': 1.342, 'F2018': 0.85, 'F2019': 1.556, 'F2020': 1.716, 'F2021': 1.286, 'F2022': 1.031}",Insufficient Data,1.0,2.132,0.4929585880041486,False
